"","SettlementPoint","Month","Year","AveragePrice"
"564","HB_HUBAVG",5,2019,23.8837634408602
"565","HB_NORTH",5,2019,23.9788844086022
"566","HB_PAN",5,2019,16.4143279569892
"567","HB_SOUTH",5,2019,24.0599462365591
"568","HB_WEST",5,2019,22.7026612903226
"569","LZ_AEN",5,2019,24.6762365591398
"570","LZ_CPS",5,2019,26.2460752688172
"571","LZ_HOUSTON",5,2019,25.1536155913978
"572","LZ_LCRA",5,2019,24.5086827956989
"573","LZ_NORTH",5,2019,24.0114516129032
"574","LZ_RAYBN",5,2019,24.7881586021505
"575","LZ_SOUTH",5,2019,27.2109946236559
"576","LZ_WEST",5,2019,28.8519892473118
"577","HB_BUSAVG",6,2019,25.0855416666667
"578","HB_HOUSTON",6,2019,26.8976805555556
"579","HB_HUBAVG",6,2019,25.1715416666667
"580","HB_NORTH",6,2019,25.1758194444444
"581","HB_PAN",6,2019,20.7313194444444
"582","HB_SOUTH",6,2019,23.9043611111111
"583","HB_WEST",6,2019,24.7085555555556
"584","LZ_AEN",6,2019,24.4167916666667
"585","LZ_CPS",6,2019,26.3912916666667
"586","LZ_HOUSTON",6,2019,27.2267361111111
"587","LZ_LCRA",6,2019,24.5195416666667
"588","LZ_NORTH",6,2019,25.2079166666667
"589","LZ_RAYBN",6,2019,25.4585138888889
"590","LZ_SOUTH",6,2019,27.2595972222222
"591","LZ_WEST",6,2019,32.0267777777778
"592","HB_BUSAVG",7,2019,29.729623655914
"593","HB_HOUSTON",7,2019,29.9110080645161
"594","HB_HUBAVG",7,2019,29.6962365591398
"595","HB_NORTH",7,2019,29.7812903225806
"596","HB_PAN",7,2019,28.3845698924731
"597","HB_SOUTH",7,2019,29.6375
"598","HB_WEST",7,2019,29.4554704301075
"599","LZ_AEN",7,2019,29.7090860215054
"600","LZ_CPS",7,2019,30.6671774193548
"601","LZ_HOUSTON",7,2019,30.013064516129
"602","LZ_LCRA",7,2019,29.7479166666667
"603","LZ_NORTH",7,2019,29.8349462365591
"604","LZ_RAYBN",7,2019,30.0297177419355
"605","LZ_SOUTH",7,2019,31.1321639784946
"606","LZ_WEST",7,2019,32.075685483871
"607","HB_BUSAVG",8,2019,126.384086021505
"608","HB_HOUSTON",8,2019,126.625336021505
"609","HB_HUBAVG",8,2019,126.349838709677
"610","HB_NORTH",8,2019,126.52185483871
"611","HB_PAN",8,2019,124.991733870968
"612","HB_SOUTH",8,2019,125.936545698925
"613","HB_WEST",8,2019,126.315282258065
"614","LZ_AEN",8,2019,126.526922043011
"615","LZ_CPS",8,2019,127.696209677419
"616","LZ_HOUSTON",8,2019,126.693387096774
"617","LZ_LCRA",8,2019,126.670766129032
"618","LZ_NORTH",8,2019,126.600913978495
"619","LZ_RAYBN",8,2019,126.897889784946
"620","LZ_SOUTH",8,2019,127.109018817204
"621","LZ_WEST",8,2019,128.876465053763
"622","HB_BUSAVG",9,2019,79.615625
"623","HB_HOUSTON",9,2019,80.5876527777778
"624","HB_HUBAVG",9,2019,79.4591944444444
"625","HB_NORTH",9,2019,79.9195833333333
"626","HB_PAN",9,2019,72.8532916666667
"627","HB_SOUTH",9,2019,78.9004722222222
"628","HB_WEST",9,2019,78.42925
"629","LZ_AEN",9,2019,80.1695972222222
"630","LZ_CPS",9,2019,82.4363472222222
"631","LZ_HOUSTON",9,2019,80.7792916666667
"632","LZ_LCRA",9,2019,82.4672361111111
"633","LZ_NORTH",9,2019,80.7741527777778
"634","LZ_RAYBN",9,2019,80.6986388888889
"635","LZ_SOUTH",9,2019,81.0091111111111
"636","LZ_WEST",9,2019,83.4711388888889
"637","HB_BUSAVG",10,2019,28.2470564516129
"638","HB_HOUSTON",10,2019,30.3936021505376
"639","HB_HUBAVG",10,2019,28.1317607526882
"640","HB_NORTH",10,2019,27.9959677419355
"641","HB_PAN",10,2019,18.7167607526882
"642","HB_SOUTH",10,2019,29.4684005376344
"643","HB_WEST",10,2019,24.6681317204301
"644","LZ_AEN",10,2019,29.2804435483871
"645","LZ_CPS",10,2019,33.5536021505376
"646","LZ_HOUSTON",10,2019,30.6423790322581
"647","LZ_LCRA",10,2019,29.0158064516129
"648","LZ_NORTH",10,2019,28.7329435483871
"649","LZ_RAYBN",10,2019,28.5543817204301
"650","LZ_SOUTH",10,2019,32.9421102150538
"651","LZ_WEST",10,2019,49.3833602150538
"652","HB_BUSAVG",11,2019,23.468375
"653","HB_HOUSTON",11,2019,24.0215
"654","HB_HUBAVG",11,2019,23.2572361111111
"655","HB_NORTH",11,2019,23.6286111111111
"656","HB_PAN",11,2019,11.6612916666667
"657","HB_SOUTH",11,2019,23.7185555555556
"658","HB_WEST",11,2019,21.6602638888889
"659","LZ_AEN",11,2019,24.4080138888889
"660","LZ_CPS",11,2019,25.5751388888889
"661","LZ_HOUSTON",11,2019,24.1816111111111
"662","LZ_LCRA",11,2019,24.4852222222222
"663","LZ_NORTH",11,2019,24.1536111111111
"664","LZ_RAYBN",11,2019,24.5175694444444
"665","LZ_SOUTH",11,2019,25.8037083333333
"666","LZ_WEST",11,2019,49.3408472222222
"667","HB_BUSAVG",12,2019,18.7150806451613
"668","HB_HOUSTON",12,2019,18.6725
"669","HB_HUBAVG",12,2019,18.623373655914
"670","HB_NORTH",12,2019,18.7319892473118
"671","HB_PAN",12,2019,8.81724462365591
"672","HB_SOUTH",12,2019,18.9525134408602
"673","HB_WEST",12,2019,18.1364247311828
"674","LZ_AEN",12,2019,19.0517069892473
"675","LZ_CPS",12,2019,19.9978629032258
"676","LZ_HOUSTON",12,2019,18.9198521505376
"677","LZ_LCRA",12,2019,19.4568817204301
"678","LZ_NORTH",12,2019,19.0068010752688
"679","LZ_RAYBN",12,2019,19.0850672043011
"680","LZ_SOUTH",12,2019,19.7868817204301
"681","LZ_WEST",12,2019,39.5025940860215
